#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      303.2   316.8    93.8   154.0   168.5   245.9   286.7   313.5   336.7   370.5   433.3   583.6  1315.7  4985.3  9190.3  29918.4    30000  1777805803999  1777805814151
read      393.2   505.6    93.8   159.5   175.8   270.4   329.2   379.1   430.9   512.9   660.4   960.3  2397.6  6680.7 11126.1  30044.4    30005  1777805815670  1777805825809
read      496.0   623.0   101.3   168.6   187.6   309.6   398.9   481.4   567.6   706.2   934.8  1465.5  3162.0  7195.4 11186.2  29939.8    30010  1777805827334  1777805837436
read      410.6   442.4    93.8   163.5   182.2   293.0   359.0   410.2   459.4   533.5   672.5  1050.4  2550.3  5043.3  6979.5  29955.3    30015  1777805838952  1777805849056
read      368.4   412.7   101.3   154.0   168.8   258.3   311.9   351.8   391.6   459.2   604.8  1020.6  2256.5  5008.2  7653.0  30063.8    30020  1777805850581  1777805860687
read      365.4   408.0    93.8   154.1   168.7   256.8   308.5   344.7   379.4   436.8   581.0  1034.5  2286.7  4556.1  6434.8  30004.7    30025  1777805862205  1777805872315
read      346.6   381.7    93.8   152.4   166.0   249.1   296.9   331.4   363.8   420.0   553.5   918.5  2170.2  4248.7  6669.0  30184.3    30030  1777805873833  1777805883945
read      379.3   421.3   101.3   165.7   181.4   276.9   330.3   368.0   401.6   455.2   561.4   927.3  2424.5  5042.1  7348.4  30066.0    30035  1777805885468  1777805895575
read      374.9   422.6   101.3   161.2   176.6   274.9   328.7   366.2   399.8   453.7   563.8   914.9  2343.5  5194.9  8172.0  30041.4    30040  1777805897092  1777805907198
read      366.1   415.5   101.3   159.3   174.1   267.8   319.7   357.4   391.0   445.6   566.8   890.3  2283.4  5560.0  8696.2  30023.1    30045  1777805908720  1777805918836
read      372.5   440.9   101.3   161.4   176.6   268.0   319.1   357.1   391.2   446.0   569.7   925.8  2341.5  5903.1  9954.2  30080.8    30050  1777805920363  1777805930476
read      373.5   405.2   101.3   163.6   179.4   275.5   329.0   367.1   400.9   456.9   574.8   919.6  2272.8  4983.2  8054.6  30084.2    30055  1777805931995  1777805942103
read      399.8   426.1   101.3   165.8   183.2   291.9   351.0   394.0   433.9   500.2   632.8  1009.4  2435.6  4911.7  6441.2  29993.6    30060  1777805943624  1777805953732
read      393.6   432.8    93.8   165.9   182.6   285.9   343.4   384.4   422.0   482.5   611.3   983.6  2442.3  5045.6  7655.3  30052.2    30065  1777805955251  1777805965353
read      412.7   443.5   101.3   169.2   188.4   304.2   368.1   413.8   455.8   520.1   639.6  1001.9  2507.6  5523.5  7666.3  30039.3    30070  1777805966870  1777805976979
read      365.5   382.2   101.3   163.1   178.4   274.6   328.7   365.6   397.3   444.8   543.5   860.9  2281.9  4704.3  6436.5  30031.5    30075  1777805978497  1777805988604
