#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      236.1   105.0    93.8   145.0   157.3   220.3   251.5   270.7   285.5   303.6   330.2   375.1   465.0   906.4  4070.8  30023.5    30000  1778015020999  1778015031136
read      248.4   119.0    93.8   153.2   166.1   231.2   263.5   282.2   296.2   316.2   345.7   396.6   500.2  1086.6  5333.7  30007.6    30005  1778015032648  1778015042769
read      243.8   115.1    93.8   151.0   163.1   227.2   260.3   279.9   294.6   313.7   339.9   383.8   476.8  1055.9  4909.6  29930.6    30010  1778015044283  1778015054395
read      236.7    91.7    93.8   149.1   160.2   222.0   253.9   273.2   288.0   305.5   328.9   368.4   452.7   707.0  3214.4  30040.1    30015  1778015055910  1778015066015
read      245.9   113.0    93.8   150.8   163.0   228.4   263.0   283.6   298.7   318.8   346.7   391.7   480.8  1002.3  3984.6  30019.5    30020  1778015067530  1778015077634
read      252.7   112.7    93.8   153.8   167.2   237.1   271.2   290.8   305.7   323.6   350.1   395.2   492.7  1113.2  4477.0  29961.5    30025  1778015079148  1778015089266
read      255.1   106.5    93.8   156.3   169.5   237.1   271.5   292.1   308.9   330.9   363.1   411.4   506.4   883.2  3361.1  30021.4    30030  1778015090777  1778015100877
read      340.1   463.0    93.8   154.7   167.6   245.1   289.0   318.9   345.8   387.2   464.0   681.7  2967.5  6060.1  9205.9  30044.7    30035  1778015102390  1778015112493
read      287.8   344.2   101.3   152.1   163.7   228.0   262.7   283.6   299.8   322.7   362.4   474.3  1903.3  4694.7  6431.7  30087.0    30040  1778015114006  1778015124107
read      268.4   266.0   101.3   151.7   162.6   223.9   256.3   275.5   291.4   311.7   342.7   424.7  1183.7  3736.0  6378.2  29909.0    30045  1778015125619  1778015135720
read      272.2   278.5   101.3   150.8   162.0   225.5   258.9   278.7   294.8   316.4   350.4   434.6  1247.2  3779.6  6392.9  29979.4    30050  1778015137234  1778015147338
read      257.6   253.5   101.3   149.4   159.0   215.0   245.5   264.9   279.2   297.3   325.4   395.8  1154.0  3387.3  6332.5  30000.1    30055  1778015148852  1778015158956
read      276.4   296.4   101.3   152.2   163.6   227.9   261.9   282.2   297.6   318.7   352.0   436.8  1312.3  4015.4  6430.4  30013.4    30060  1778015160472  1778015170586
read      276.6   276.3    93.8   150.3   161.9   228.4   263.6   285.2   302.2   325.2   362.6   456.8  1267.1  3624.1  6366.1  30086.8    30065  1778015172103  1778015182206
read      273.7   278.0   101.3   151.9   163.1   227.0   261.0   281.3   297.0   319.0   352.5   433.7  1253.2  3758.6  6382.3  30122.3    30070  1778015183719  1778015193823
read      262.0   258.6    93.8   151.9   162.5   219.9   250.6   269.3   283.8   301.7   329.3   392.9  1139.3  3534.0  6357.9  30073.8    30075  1778015195338  1778015205451
read      317.2   470.9    93.8   149.5   160.8   226.4   264.3   288.3   308.3   337.1   392.7   594.9  3061.3  5909.7  6635.5  29976.3    30080  1778015206968  1778015217068
read      909.3  1316.6   109.4   231.9   260.4   431.5   533.9   590.8   638.1   737.5  3831.0  4303.5  5997.2  7283.2  9418.4  29135.0    30085  1778015218582  1778015228684
read      318.0   434.5   101.3   158.3   170.4   236.8   274.0   297.0   316.4   343.0   391.2   544.8  2929.8  5755.5  7390.1  30141.5    30090  1778015230196  1778015240298
read      312.6   411.6   101.3   155.5   167.8   235.9   273.3   296.8   316.6   343.2   391.7   547.6  2831.4  5398.0  6444.2  30147.8    30095  1778015241812  1778015251913
read      306.2   409.2    93.8   159.5   170.2   231.4   266.3   288.3   305.9   329.8   369.5   503.3  2829.3  5141.2  6443.5  30073.3    30100  1778015253427  1778015263528
read      323.8   425.8   101.3   162.0   174.4   243.8   281.7   306.3   326.5   355.4   403.9   563.4  2871.7  5584.2  6459.1  30057.4    30105  1778015265039  1778015275152
