#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      310.0   419.5   101.3   157.2   168.6   233.6   270.0   292.6   311.6   338.1   385.0   528.8  2829.7  5743.5  7783.5  30157.9    30110  1778015276671  1778015286776
read      318.6   422.2   101.3   158.7   170.8   239.7   277.4   301.5   321.1   351.3   401.9   567.7  2849.5  5455.1  7876.5  30069.6    30115  1778015288288  1778015298390
read      323.5   422.6   101.3   162.5   175.2   245.2   283.3   307.2   326.5   354.7   403.3   562.8  2906.4  5615.5  6766.9  30042.3    30120  1778015299907  1778015310013
read      241.0    97.7    93.8   150.6   162.3   225.7   257.9   277.5   292.1   310.6   336.1   377.4   465.5   780.0  3657.6  30012.6    30125  1778015311527  1778015321630
read      276.5   279.4   101.3   153.3   164.8   228.8   263.6   285.1   301.2   322.3   357.9   454.1  1198.3  3994.6  6388.3  30160.2    30130  1778015323142  1778015333244
read      279.0   292.5   101.3   153.8   164.9   227.2   261.7   283.7   300.3   322.6   360.1   467.5  1352.3  3947.6  6433.4  30131.2    30135  1778015334757  1778015344858
read      359.3   470.6   101.3   155.0   165.9   230.9   273.6   303.0   330.3   383.2   593.0   999.7  2886.1  4361.3  6420.2  30028.9    30140  1778015346370  1778015356470
read      348.9   464.3   101.3   150.4   161.0   224.8   266.1   294.6   319.5   367.8   567.3   976.6  2845.7  4356.6  6421.3  30163.6    30145  1778015357983  1778015368085
read      324.5   438.4    93.8   150.5   161.1   220.4   255.9   281.3   301.6   333.1   426.8   886.3  2548.5  5106.5  8158.9  30213.3    30150  1778015369598  1778015379706
read      268.0   274.6   101.3   152.6   163.5   223.4   253.9   273.7   289.2   308.8   338.7   411.6  1228.3  3833.9  6387.1  30167.1    30155  1778015381218  1778015391322
read      269.7   268.4   101.3   152.8   163.9   224.3   255.5   275.8   291.7   311.8   342.5   424.3  1254.6  3613.2  6354.1  30123.1    30160  1778015392836  1778015402946
read      256.0   256.8   101.3   150.8   161.1   214.9   242.8   261.1   274.8   292.2   316.9   381.2  1108.9  3561.3  6420.4  30130.4    30165  1778015404464  1778015414565
read      267.4   271.1   101.3   152.2   163.1   222.9   253.4   273.2   288.7   308.2   338.0   418.5  1203.8  3745.1  6394.3  30187.3    30170  1778015416080  1778015426185
read      290.2   325.7   101.3   155.0   166.8   231.6   266.3   288.4   306.0   329.5   369.1   495.2  1726.4  4432.6  6400.6  30198.5    30175  1778015427700  1778015437804
read      309.4   414.3   101.3   158.7   170.1   233.8   269.4   292.3   311.1   337.0   380.8   514.2  2829.0  5754.8  7248.7  30181.9    30180  1778015439316  1778015449418
read      314.1   402.2   109.4   161.4   173.4   240.1   276.3   299.5   318.2   344.6   393.3   541.2  2771.1  5044.5  7070.7  30169.8    30185  1778015450931  1778015461033
read      306.5   410.1   101.3   157.0   168.4   232.0   267.2   290.1   308.8   334.8   380.0   507.9  2820.1  5168.4  7035.2  30156.3    30190  1778015462545  1778015472647
read      313.1   429.9   101.3   158.4   170.0   233.9   269.8   292.8   311.6   337.9   384.6   520.3  2917.9  5779.7  7411.1  30259.5    30195  1778015474159  1778015484263
read      322.8   426.1   101.3   161.8   174.6   243.0   280.5   304.8   324.2   354.0   406.1   558.6  2869.8  5602.7  7362.2  30171.3    30200  1778015485776  1778015495875
read      319.6   410.4   101.3   161.5   174.1   243.8   281.8   305.8   324.5   352.1   402.0   558.8  2821.1  5102.4  7025.4  30151.5    30205  1778015497388  1778015507490
read      306.5   404.4    93.8   158.0   169.6   233.4   268.2   291.0   310.0   337.0   384.9   520.2  2740.0  4979.9  7154.3  30210.7    30210  1778015509003  1778015519105
read      331.2   447.8   101.3   162.7   175.6   247.0   285.6   310.4   331.2   361.3   414.5   587.9  2966.7  6076.3  7812.2  30219.7    30215  1778015520619  1778015530720
read      275.0   317.5   101.3   154.0   167.2   234.8   269.2   290.2   306.1   325.5   356.0   415.3   661.5  4070.1 10150.7  30269.4    30220  1778015532234  1778015542338
read      273.5   274.2   101.3   154.4   166.2   230.3   263.9   285.6   302.2   324.0   362.4   453.7  1058.8  3705.2  9742.4  30151.8    30225  1778015543851  1778015554070
read      292.2   439.4   101.3   150.9   161.0   216.4   247.8   268.8   285.8   308.2   344.4   492.7  2523.6  6169.1 10014.5  30245.8    30230  1778015555585  1778015565800
read      264.6   277.0   101.3   151.7   162.2   220.0   249.8   269.2   284.4   303.2   332.0   403.6  1228.4  3744.1  6413.2  30322.5    30235  1778015567314  1778015577457
read      266.2   256.2    93.8   151.5   162.4   223.4   254.9   275.2   291.0   310.3   338.3   412.4  1150.5  3701.9  6323.9  30209.8    30240  1778015578971  1778015589078
read      259.0   247.6    93.8   149.5   159.6   217.9   247.7   267.3   282.8   302.1   330.7   401.8  1109.7  3637.5  6325.2  30300.8    30245  1778015590591  1778015600700
read      253.5   246.9    93.8   149.1   158.4   212.6   241.1   259.7   274.3   293.9   320.1   388.9  1082.6  3455.4  6346.4  30215.8    30250  1778015602213  1778015612317
read      269.5   257.0   101.3   152.8   163.6   222.8   254.0   274.6   291.3   312.5   344.9   452.1  1193.6  3599.9  6313.7  30179.7    30255  1778015613830  1778015623935
read      255.0   262.4    93.8   150.2   160.1   212.7   239.9   257.9   272.6   290.8   315.7   375.0  1163.0  3655.2  6381.7  30276.7    30260  1778015625449  1778015635559
read      264.7   257.6   101.3   153.3   164.1   222.8   252.6   272.2   287.4   306.1   334.1   404.0  1132.7  3589.4  6344.4  30289.4    30265  1778015637071  1778015647178
read      396.3   647.7   101.3   155.2   167.2   241.1   287.7   318.9   348.5   397.5   491.4   986.1  4022.5  6273.9  8004.9  30230.5    30270  1778015648691  1778015658812
read      512.0   859.5   101.3   166.8   181.6   276.3   337.1   382.6   422.4   477.9   588.3  2742.6  4361.8  6398.4  7951.3  30215.4    30275  1778015660326  1778015670432
read      318.8   404.7   101.3   164.0   176.8   245.0   281.9   305.3   323.8   351.9   400.2   539.2  2803.7  5083.2  6454.1  30247.6    30280  1778015671944  1778015682050
read      328.0   415.5   101.3   163.3   176.7   249.6   288.9   313.9   335.2   366.0   424.1   593.1  2858.2  5000.9  7767.0  30172.5    30285  1778015683563  1778015693669
read      324.7   430.4   101.3   160.2   172.8   244.0   282.9   308.3   329.0   359.6   414.9   573.2  2912.5  5674.7  7040.2  30219.7    30290  1778015695181  1778015705299
read      323.9   434.8   109.4   161.9   174.3   243.6   281.7   306.2   326.3   356.8   407.8   542.1  2929.8  5718.8  7528.2  30301.8    30295  1778015706813  1778015716921
read      329.3   416.1   109.4   164.2   177.9   253.1   293.4   318.8   341.5   372.6   426.7   567.2  2882.1  5570.1  6739.6  30305.9    30300  1778015718438  1778015728540
read      314.8   393.1   101.3   161.9   174.4   243.6   281.0   305.5   324.7   352.9   400.7   533.7  2500.9  5093.7  7193.9  30293.2    30305  1778015730052  1778015740164
read      308.5   391.6   101.3   160.2   171.8   237.6   273.9   296.9   315.8   341.9   387.9   515.7  2462.5  5008.3  7298.4  30261.2    30310  1778015741684  1778015751815
read      319.0   382.6   101.3   163.0   176.9   252.0   292.5   318.3   340.9   372.0   422.7   536.6  2187.4  4962.0  7557.0  30344.7    30315  1778015753328  1778015763431
