Random waveform, supplied seed
Total number of intervals = 80 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614)
Average QPS expected = 53849
Timestamp start: 1778361081099
Timestamp end: 1778362281396

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      434.9   834.1    86.8   151.0   163.5   223.0   255.7   282.0   304.9   344.6   716.4  1841.0  4024.9  8071.9 10133.3   6872.3     6927
read      939.9  2849.3    80.4   153.3   181.9   380.6   489.3   573.6   635.0   711.8   843.6  1887.1 18257.8 26841.2 38109.7  52913.8    52892
read      598.5   843.6    80.4   193.2   237.8   446.3   552.1   621.2   678.0   756.9   890.2  1153.2  3729.8 10745.8 23367.8  98877.5    98921
read      373.5   576.3    80.4   131.4   146.9   272.4   340.6   377.6   404.9   446.4   530.4   788.8  2722.5  8105.8 14580.7  60970.7    61129
read      323.9   459.3    80.4   135.4   150.7   269.5   324.3   352.4   373.3   399.8   440.5   541.3  1477.8  7701.8 12698.1  40527.9    40613
read      318.9   411.7    80.4   131.1   146.0   264.6   327.9   360.1   383.8   412.9   459.1   570.9  1293.8  7429.6 11681.7  53224.5    53226
read      307.2   328.5    80.4   135.5   151.0   269.0   321.9   348.6   369.3   394.9   432.2   518.6  1089.6  5813.8  9137.9  38554.8    38560
read      618.3   848.4    80.4   209.8   257.8   456.6   564.0   638.5   701.8   783.3   904.5  1228.2  3698.9 10605.9 24280.2 103441.1   103465
read      625.4   873.2    80.4   240.1   280.3   486.7   582.7   644.6   701.4   784.8   913.8  1103.6  3667.1 12328.4 22737.9 104756.3   104758
read      570.0   804.5    80.4   186.5   230.0   438.5   535.3   598.9   656.0   736.3   855.9  1078.3  3458.2 10512.2 21809.1  94663.5    94759
