Random waveform, supplied seed
Total number of intervals = 100 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539)
Average QPS expected = 52869
Timestamp start: 1778423894097
Timestamp end: 1778425394397

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      219.4   159.1    80.4   141.9   152.8   202.9   228.0   241.8   252.2   265.3   282.3   313.0   459.0  1973.4  7684.0   6869.7     6927
read      314.6   347.2    74.4   123.5   138.8   270.1   332.6   367.0   391.8   421.6   462.5   551.3  1363.8  4771.9 10602.2  52878.3    52892
read      698.3  1258.2    80.4   153.5   177.0   285.1   358.1   429.3   529.1  1027.7  1609.6  3148.7  6515.7 10724.2 16218.2  98870.9    98921
read      533.9   835.9    74.4   133.3   154.5   303.4   418.5   504.4   579.1   694.3   988.9  1744.9  3998.8  9111.8 15789.2  61145.0    61129
read      391.4   577.7    74.4   127.6   147.8   307.8   384.5   427.5   458.3   495.1   545.9   665.5  2518.5  8072.3 13781.4  40631.6    40613
read      419.3   610.4    74.4   127.7   147.4   309.0   398.0   452.5   493.0   543.4   619.4   868.8  2729.7  7987.5 15942.6  53197.3    53226
read      298.7   260.4    80.4   127.6   142.9   272.1   323.7   352.1   372.6   398.2   433.6   503.2   952.1  3912.6  7760.0  38512.9    38560
read      657.0  1110.8    80.4   165.6   190.3   302.3   374.2   444.5   537.1   993.6  1526.4  3048.8  5548.9 11298.0 21018.0 103567.1   103465
read      635.8  1121.3    80.4   157.9   180.8   287.9   353.2   415.4   494.1   808.2  1490.0  2911.0  6111.8 10894.0 18578.2 104766.4   104758
read      614.6  1085.5    74.4   150.9   173.6   287.6   361.4   432.3   524.4   840.4  1460.8  2532.9  5226.2 12526.8 20683.0  94711.7    94759
read      297.7   215.2    74.4   126.5   142.0   275.5   329.5   358.5   379.5   404.3   439.8   508.6   902.2  2766.4  7269.8  37805.8    37799
read      261.1   195.4    86.8   146.2   159.6   236.7   269.4   287.8   301.4   318.7   344.2   398.6   901.0  2607.2  7677.8   8278.5     8296
read      537.8   857.3    74.4   133.2   152.6   294.8   409.5   505.9   594.8   739.5  1029.9  1793.4  4315.1  9313.5 15931.1  69466.7    69443
read      294.7   308.9    80.4   142.5   159.6   258.5   297.4   318.9   335.6   355.6   384.7   454.8  1273.7  4482.4  8378.4  12530.1    12517
read      420.2   592.9    74.4   131.6   152.1   316.3   400.9   451.5   489.5   537.1   607.9   856.4  2686.2  8021.5 15865.0  43603.5    43591
read      322.7   282.9    80.4   138.1   157.4   286.8   339.3   367.7   388.2   412.5   447.1   521.0  1353.3  3727.1  7880.2  20420.3    20430
read      681.4  1267.9    80.4   157.9   181.0   291.3   360.8   425.9   510.8   855.1  1564.7  3061.2  6699.2 12720.9 17914.6  93725.1    93758
read      274.9   234.0    86.8   144.3   159.6   248.1   283.9   303.8   318.4   337.8   364.4   420.6   976.1  3180.5  7952.8  10484.2    10485
read      306.5   271.6    80.4   140.2   159.2   275.2   320.1   344.9   363.8   386.2   417.6   486.2  1223.8  3407.7  8528.6  16542.5    16518
read      679.5  1193.1    74.4   149.9   172.0   293.5   383.4   482.4   631.6   974.8  1552.7  2828.9  6427.1 10916.9 17860.1  83232.6    83230
read      236.8   214.2    86.8   143.5   153.8   210.4   238.4   254.7   267.5   282.8   304.6   348.9   777.5  2564.4  8311.2   5471.5     5484
read      298.9   424.8    74.4   124.1   138.6   256.2   311.9   340.4   361.2   386.1   419.8   478.3  1039.2  7150.6 13218.0  55646.7    55611
read      250.3    98.5    80.4   136.9   152.8   247.6   280.1   296.9   310.0   324.2   343.6   374.2   454.4   761.0  2555.0  20742.3    20774
read      327.3   386.5    74.4   130.5   146.5   259.3   321.3   358.4   387.6   426.2   486.5   624.3  1778.6  4919.0 11005.0  96774.1    96726
read      263.4   122.0    80.4   130.6   145.8   259.5   298.6   318.9   334.3   351.5   373.8   411.9   524.7  1306.4  3872.0  32431.5    32442
read      299.5   317.5    74.4   126.0   140.8   254.8   315.6   347.8   372.1   401.9   444.9   526.6  1204.9  4536.0  9846.1  72976.6    73039
read      472.8   863.3    74.4   130.0   147.5   274.6   346.7   399.4   448.6   529.0   732.7  1473.6  4327.9  9435.5 19092.0  74041.0    74055
read      473.0   723.4    74.4   133.0   154.1   320.0   418.2   480.0   529.7   594.4   714.3  1224.1  3445.9  8762.5 16206.0  51172.5    51197
read      800.8  1714.5    74.4   138.4   160.3   288.1   393.6   501.2   632.9   954.4  1715.1  3417.6  8993.3 16642.5 26668.5  59460.6    59442
read      547.0  1096.4    80.4   131.0   150.9   306.3   390.6   442.7   485.7   548.2   763.2  1686.1  6339.3 13061.1 18262.8  35660.6    35654
read     1060.4  2305.2    74.4   155.9   179.9   269.3   325.0   384.2   486.7  1457.4  3021.6  6349.5 11354.6 18170.9 26636.9  78735.9    78747
read      843.5  1789.8    74.4   140.4   162.8   294.7   421.4   565.2   790.3  1229.0  1879.5  3334.1  9212.1 18650.0 25404.5  42185.3    42212
read      672.1  1501.7    74.4   136.0   159.6   323.7   437.3   516.4   582.0   685.2   981.6  2298.8  7964.7 17034.6 30951.0  52652.3    52488
read      546.8  1145.7    74.4   132.4   153.4   312.8   397.1   448.2   488.0   542.4   665.3  1582.7  6214.5 14218.4 20953.9  36892.0    36950
read      410.6   935.7    80.4   140.0   158.8   280.9   331.4   360.9   384.1   416.4   476.7   852.7  3193.1 14518.7 29087.8  16710.1    16762
read     1077.8  2296.1    74.4   158.8   182.7   273.6   334.4   399.1   525.0  1577.7  3249.3  6239.6 10993.5 18554.2 27494.4  79451.9    79473
read      965.1  1889.5    74.4   162.7   187.6   289.1   364.7   455.4   689.4  1614.1  2887.0  4686.7  9213.9 16139.2 23812.6  61478.1    61431
read      701.8  1306.7    80.4   161.2   183.5   289.7   359.2   423.9   503.2   829.1  1648.6  3253.3  6926.8 12309.1 18750.9  87073.5    87172
read      722.9  1307.0    80.4   168.2   192.4   303.3   374.5   445.5   546.8  1039.5  1724.5  3255.8  6759.1 12861.0 20256.7 108285.5   108181
read      712.6  1359.8    80.4   159.2   182.5   294.3   365.2   428.4   503.2   740.9  1642.5  3259.9  7344.9 12529.8 19198.1  80555.2    80515
read      426.7   584.4    80.4   130.8   149.8   294.2   376.4   430.5   473.1   534.7   654.0  1207.4  2819.7  7786.2 11982.1  37093.1    37149
read      285.5   212.0    86.8   141.0   159.0   260.7   300.3   322.0   338.9   359.4   387.7   443.3  1013.7  2368.0  7672.0  13430.2    13444
read      617.1  1076.1    80.4   137.7   158.1   294.8   406.5   516.6   637.6   852.6  1305.6  2333.7  5718.1 11353.2 19462.9  72114.9    72057
read      583.8  1146.6    74.4   134.8   154.5   294.4   412.4   521.3   631.2   812.9  1192.9  2107.6  5228.2 10687.4 16874.5  70096.3    70041
read      720.3  1476.7    80.4   157.3   181.2   292.9   361.1   419.4   482.9   634.4  1548.0  3338.6  7581.5 13697.2 21903.0  90053.6    90162
read      489.3   700.0    80.4   133.5   154.3   321.5   430.9   505.8   567.8   654.6   814.0  1289.5  3546.9  8386.2 12811.7  52033.3    52082
read      341.1   300.6    80.4   136.0   156.7   293.8   352.9   386.1   409.6   438.4   481.3   590.1  1534.7  3541.2  7953.8  24248.5    24258
read      624.9  1059.1    74.4   138.9   159.6   297.2   421.7   550.5   690.1   915.0  1332.6  2290.2  5790.0 11421.7 17757.8  72031.9    72013
read      484.6   732.9    80.4   131.3   151.3   312.8   421.9   499.2   562.7   653.6   809.5  1270.1  3541.2  9074.3 15519.0  58040.6    58012
read      421.2   521.3    74.4   132.5   153.7   315.7   402.6   457.1   498.4   548.4   628.7   906.0  2699.6  7292.4  9788.1  45327.7    45398
