1778082497991 Linux 6.8.0-1021-gcp (memcache-server-9cj8) 05/06/26 _x86_64_ (4 CPU)
1778082498991
1778082498993 15:48:17 CPU %usr %nice %sys %iowait %irq %soft %steal %guest %gnice %idle
1778082563995 15:49:23 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082564995 15:49:24 all 0.26 0.00 0.79 0.00 0.00 0.79 0.00 0.00 0.00 98.15
1778082565995 15:49:25 all 0.57 0.00 1.13 0.00 0.00 0.85 0.00 0.00 0.00 97.45
1778082566995 15:49:26 all 0.00 0.00 0.81 0.00 0.00 0.00 0.00 0.00 0.00 99.19
1778082567995 15:49:27 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082568996 15:49:28 all 1.12 0.00 2.25 0.00 0.00 1.69 0.00 0.00 0.00 94.94
1778082569996 15:49:29 all 0.88 0.00 2.65 0.00 0.00 1.47 0.00 0.00 0.00 94.99
1778082570995 15:49:30 all 0.00 0.00 1.05 0.00 0.00 0.79 0.00 0.00 0.00 98.17
1778082571996 15:49:31 all 0.50 0.00 0.76 0.00 0.00 0.00 0.00 0.00 0.00 98.74
1778082572996 15:49:32 all 1.19 0.00 4.48 0.00 0.00 4.48 0.00 0.00 0.00 89.85
1778082573995 15:49:33 all 0.30 0.00 4.82 0.00 0.00 4.52 0.00 0.00 0.00 90.36
1778082574995 15:49:34 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082575996 15:49:35 all 0.79 0.00 3.66 0.00 0.00 2.62 0.00 0.00 0.00 92.93
1778082576997 15:49:36 all 2.08 0.00 9.82 0.00 0.00 7.74 0.00 0.00 0.00 80.36
1778082577996 15:49:37 all 1.13 0.00 5.93 0.00 0.00 5.08 0.00 0.00 0.00 87.85
1778082578996 15:49:38 all 0.25 0.00 0.76 0.00 0.00 0.00 0.00 0.00 0.00 98.99
1778082579997 15:49:39 all 1.90 0.00 8.13 0.00 0.00 6.50 0.00 0.00 0.00 83.47
1778082580997 15:49:40 all 2.03 0.00 14.24 0.00 0.00 9.59 0.00 0.00 0.00 74.13
1778082581996 15:49:41 all 1.57 0.00 5.25 0.00 0.00 3.41 0.00 0.00 0.00 89.76
1778082582996 15:49:42 all 0.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082583997 15:49:43 all 3.06 0.00 16.11 0.00 0.00 12.50 0.00 0.00 0.00 68.33
1778082584997 15:49:44 all 3.10 0.00 19.44 0.56 0.00 13.52 0.00 0.00 0.00 63.38
1778082585996 15:49:45 all 0.76 0.00 2.03 0.00 0.00 1.27 0.00 0.00 0.00 95.95
1778082586997 15:49:46 all 0.51 0.00 4.60 0.00 0.00 3.32 0.00 0.00 0.00 91.56
1778082587998 15:49:47 all 3.37 0.00 21.35 0.00 0.00 15.45 0.00 0.00 0.00 59.83
1778082588996 15:49:48 all 3.45 0.00 18.04 0.00 0.00 13.00 0.00 0.00 0.00 65.52
1778082589996 15:49:49 all 0.25 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082590997 15:49:50 all 2.09 0.00 12.79 0.00 0.00 8.62 0.00 0.00 0.00 76.50
1778082591998 15:49:51 all 5.22 0.00 26.65 0.00 0.00 16.21 0.00 0.00 0.00 51.92
1778082592996 15:49:52 all 2.09 0.00 13.32 0.00 0.00 8.62 0.00 0.00 0.00 75.98
1778082593997 15:49:53 all 0.00 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.75
1778082594998 15:49:54 all 3.23 0.00 24.53 0.00 0.00 14.82 0.00 0.00 0.00 57.41
1778082595999 15:49:55 all 3.80 0.00 30.71 0.00 0.00 19.84 0.00 0.00 0.00 45.65
1778082596997 15:49:56 all 1.02 0.00 6.11 0.00 0.00 4.58 0.00 0.00 0.00 88.30
1778082597998 15:49:57 all 0.51 0.00 2.79 0.00 0.00 1.27 0.00 0.00 0.00 95.43
1778082598999 15:49:58 all 4.64 0.00 33.33 0.00 0.00 21.04 0.00 0.00 0.00 40.98
1778082599997 15:49:59 all 4.38 0.00 29.59 0.00 0.00 19.18 0.00 0.00 0.00 46.85
1778082600997 15:50:00 all 0.25 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082601999 15:50:01 all 1.55 0.00 11.92 0.00 0.00 8.03 0.00 0.00 0.00 78.50
1778082602999 15:50:02 all 4.07 0.00 33.88 0.00 0.00 21.95 0.00 0.00 0.00 40.11
1778082603997 15:50:03 all 2.92 0.00 20.42 0.00 0.00 13.53 0.00 0.00 0.00 63.13
1778082604997 15:50:04 all 0.50 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.00
1778082605998 15:50:05 all 2.89 0.00 22.57 0.00 0.00 15.75 0.00 0.00 0.00 58.79
1778082606999 15:50:06 all 4.24 0.00 32.89 0.00 0.00 24.40 0.00 0.00 0.00 38.46
1778082607997 15:50:07 all 1.53 0.00 11.25 0.00 0.00 7.16 0.00 0.00 0.00 80.05
1778082608997 15:50:08 all 0.25 0.00 0.75 0.00 0.00 0.00 0.00 0.00 0.00 99.00
1778082609997 15:50:09 all 0.50 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 98.99
1778082610997 15:50:10 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082611998 15:50:11 all 1.27 0.00 2.53 0.00 0.00 0.00 0.00 0.00 0.00 96.20
1778082612998 15:50:12 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082613998 15:50:13 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082614998 15:50:14 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082615998 15:50:15 all 0.53 0.00 0.26 0.00 0.00 0.79 0.00 0.00 0.00 98.42
1778082616998 15:50:16 all 0.00 0.00 0.54 0.00 0.00 0.54 0.00 0.00 0.00 98.93
1778082617998 15:50:17 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.24
1778082618998 15:50:18 all 0.52 0.00 0.52 0.00 0.00 0.26 0.00 0.00 0.00 98.71
1778082619998 15:50:19 all 1.42 0.00 1.13 0.00 0.00 0.57 0.00 0.00 0.00 96.88
1778082620998 15:50:20 all 0.00 0.00 0.83 0.00 0.00 0.28 0.00 0.00 0.00 98.89
1778082621998 15:50:21 all 0.25 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.24
1778082622998 15:50:22 all 0.81 0.00 1.36 0.00 0.00 1.08 0.00 0.00 0.00 96.75
1778082623999 15:50:23 all 0.58 0.00 2.92 0.00 0.00 2.62 0.00 0.00 0.00 93.88
1778082624998 15:50:24 all 0.00 0.00 1.63 0.00 0.00 0.81 0.00 0.00 0.00 97.56
1778082625998 15:50:25 all 0.50 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.00
1778082626999 15:50:26 all 0.57 0.00 4.86 0.00 0.00 3.71 0.00 0.00 0.00 90.86
1778082627999 15:50:27 all 1.47 0.00 5.00 0.00 0.00 4.41 0.00 0.00 0.00 89.12
1778082628998 15:50:28 all 0.26 0.00 1.56 0.00 0.00 0.52 0.00 0.00 0.00 97.66
1778082629999 15:50:29 all 0.26 0.00 1.29 0.00 0.00 0.77 0.00 0.00 0.00 97.69
1778082630999 15:50:30 all 2.06 0.00 9.44 0.00 0.00 7.08 0.00 0.00 0.00 81.42
1778082631999 15:50:31 all 2.05 0.00 7.33 0.00 0.00 6.16 0.00 0.00 0.00 84.46
1778082632999 15:50:32 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082633999 15:50:33 all 1.32 0.00 5.01 0.00 0.00 4.22 0.00 0.00 0.00 89.45
1778082634999 15:50:34 all 2.61 0.00 13.62 0.00 0.00 9.28 0.00 0.00 0.00 74.49
1778082635999 15:50:35 all 1.10 0.00 7.73 0.00 0.00 5.52 0.00 0.00 0.00 85.64
1778082636999 15:50:36 all 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 100.00
1778082638000 15:50:37 all 2.20 0.00 13.22 0.00 0.00 8.82 0.00 0.00 0.00 75.76
1778082639000 15:50:38 all 3.13 0.00 19.09 0.00 0.00 13.68 0.00 0.00 0.00 64.10
1778082639999 15:50:39 all 1.32 0.00 6.05 0.00 0.00 3.42 0.00 0.00 0.00 89.21
1778082640999 15:50:40 all 0.50 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082642000 15:50:41 all 3.84 0.00 22.19 0.00 0.00 15.89 0.00 0.00 0.00 58.08
1778082643001 15:50:42 all 3.34 0.00 22.84 0.28 0.00 15.60 0.00 0.00 0.00 57.94
1778082643999 15:50:43 all 0.76 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 98.74
1778082645001 15:50:44 all 1.28 0.00 7.42 0.00 0.00 5.12 0.00 0.00 0.00 86.19
1778082646001 15:50:45 all 3.81 0.00 27.25 0.00 0.00 16.62 0.00 0.00 0.00 52.32
1778082647000 15:50:46 all 2.66 0.00 18.09 0.00 0.00 11.97 0.00 0.00 0.00 67.29
1778082648000 15:50:47 all 0.75 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 98.75
1778082649001 15:50:48 all 2.65 0.00 17.51 0.00 0.00 10.88 0.00 0.00 0.00 68.97
1778082650001 15:50:49 all 4.43 0.00 30.19 0.00 0.00 18.56 0.00 0.00 0.00 46.81
1778082651000 15:50:50 all 1.83 0.00 13.09 0.00 0.00 6.28 0.00 0.00 0.00 78.80
1778082652000 15:50:51 all 0.75 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 98.99
1778082653002 15:50:52 all 3.76 0.00 28.76 0.00 0.00 18.55 0.00 0.00 0.00 48.92
1778082654002 15:50:53 all 4.10 0.00 32.51 0.00 0.00 21.31 0.00 0.00 0.00 42.08
1778082655000 15:50:54 all 0.25 0.00 4.31 0.00 0.00 2.79 0.00 0.00 0.00 92.64
1778082656001 15:50:55 all 1.02 0.00 5.60 0.00 0.00 3.56 0.00 0.00 0.00 89.82
1778082657002 15:50:56 all 4.90 0.00 33.79 0.00 0.00 21.80 0.00 0.00 0.00 39.51
1778082658000 15:50:57 all 3.75 0.00 27.88 0.00 0.00 17.69 0.00 0.00 0.00 50.67
1778082659000 15:50:58 all 0.00 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.50
1778082660002 15:50:59 all 2.57 0.00 15.94 0.00 0.00 10.54 0.00 0.00 0.00 70.95
1778082661002 15:51:00 all 4.71 0.00 34.29 0.00 0.00 24.08 0.00 0.00 0.00 36.91
1778082662000 15:51:01 all 2.34 0.00 19.79 0.00 0.00 11.46 0.00 0.00 0.00 66.41
1778082663000 15:51:02 all 0.25 0.00 0.25 0.00 0.00 0.25 0.00 0.00 0.00 99.25
1778082664001 15:51:03 all 0.25 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.25
1778082665001 15:51:04 all 0.00 0.00 0.50 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082666001 15:51:05 all 0.25 0.00 0.25 0.00 0.00 0.00 0.00 0.00 0.00 99.50
1778082667001 15:51:06 all 1.25 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 97.75
