Random waveform, supplied seed
Total number of intervals = 80 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614)
Average QPS expected = 53849
Timestamp start: 1778618569699
Timestamp end: 1778619769994

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      502.4   879.7    80.4   147.2   165.9   279.9   353.0   413.4   469.3   573.4   825.6  1664.7  4436.0 10146.7 17042.7  90177.9    90162
read      317.3   269.0    80.4   138.7   154.2   277.8   338.3   371.9   396.6   427.0   469.0   576.6  1101.3  3577.0  8016.0  52045.6    52082
read      294.0   193.7    93.8   153.1   171.5   274.9   310.8   330.9   345.1   364.6   391.4   447.9   817.5  2578.7  7615.6  24298.4    24258
read      463.7   770.5    80.4   139.6   156.2   277.4   355.6   407.7   453.4   526.7   713.2  1469.7  3895.2  8453.5 15148.8  72018.0    72013
read      345.8   383.1    80.4   138.9   154.6   279.9   346.4   385.5   414.6   453.0   516.1   684.4  1649.2  5901.6  9629.9  58032.5    58012
read      318.6   276.4    80.4   142.6   158.9   280.8   336.2   366.7   389.3   417.1   458.1   557.3  1215.4  3709.5  7924.8  45420.3    45398
read      317.1   271.8    80.4   139.9   155.6   277.6   336.1   368.1   391.7   420.8   463.0   569.0  1192.2  3648.0  7999.5  50247.7    50177
read      298.1   204.3    80.4   145.9   162.4   277.0   321.5   345.8   364.0   385.5   415.7   475.1   817.8  2730.2  7447.6  34540.5    34504
read      365.5   465.5    80.4   135.9   151.2   270.0   341.4   384.5   417.5   461.1   544.0   807.5  2346.0  6295.9 10204.6  65924.3    66010
read      384.7   583.6    74.4   133.7   149.4   264.5   336.1   381.6   416.4   461.9   546.5   875.4  2979.7  7745.7 13385.2  74007.3    73937
read      322.2   288.6    74.4   136.6   152.2   275.6   337.9   372.9   398.9   431.7   481.2   609.5  1272.2  3839.6  7960.9  55077.9    55020
read      334.6   345.0    80.4   138.9   154.7   279.0   341.1   375.7   401.3   434.4   486.7   634.2  1564.1  5065.8  8387.3  53232.1    53235
read      509.5   882.3    74.4   144.9   163.6   270.3   340.4   402.8   468.8   603.1   939.5  1754.9  4319.5  9770.8 16343.4  97766.8    97743
read      244.6   193.0   109.4   167.0   179.4   225.7   243.3   253.3   262.1   271.8   287.6   318.2   783.1  2021.8  7787.8   5385.9     5419
read      272.4   160.4    93.8   161.4   181.5   257.3   284.4   299.2   311.5   325.6   346.0   390.5   666.8  1875.8  7475.8  14721.5    14764
read      245.1   131.7   101.3   170.3   184.7   235.1   254.2   265.8   273.3   284.3   296.6   323.4   453.2  1257.5  7445.4   7425.9     7451
read      304.0   180.3    80.4   140.2   155.8   277.8   334.3   365.2   387.5   414.1   452.2   535.7   879.2  2186.7  4310.1  48143.5    48208
read      263.1   116.1    93.8   159.7   179.6   256.0   280.6   294.0   304.6   316.7   334.7   366.2   507.0  1377.9  3991.3  16177.6    16149
read      249.8   109.3    74.4   129.4   142.8   233.7   285.2   311.5   329.2   348.6   372.4   407.7   504.6   899.2  3086.3  78872.9    78989
read      248.5    80.1    86.8   154.3   172.6   249.9   271.6   283.3   291.2   300.1   313.1   332.8   377.7   575.3  2611.2  18891.3    18886
read      250.9   111.6    68.9   130.3   143.8   235.9   287.1   312.7   329.8   348.2   371.3   404.4   500.2   900.4  3141.3  75915.0    75954
read      259.0    91.1    80.4   140.5   155.4   259.3   298.7   316.6   329.0   342.2   359.7   384.1   436.3   595.7  2502.5  44444.1    44409
read      247.8    80.9    80.4   157.1   176.2   248.0   268.7   279.5   287.7   295.9   309.5   328.3   375.1   780.7  2920.4  16435.2    16431
read      247.5   103.7    74.4   128.9   142.0   230.4   281.5   308.3   326.4   346.5   371.2   408.0   509.5   847.8  2097.2  85629.3    85707
read      254.6   100.1    74.4   133.6   147.6   247.9   295.8   317.9   332.9   348.6   368.6   397.1   459.2   630.1  2669.5  58249.3    58253
read      255.9   144.0    74.4   130.8   144.5   231.7   281.4   308.6   327.5   349.4   377.8   428.4   667.0  1726.6  3908.4 103879.7   103867
read      250.2    75.6    80.4   151.8   169.0   253.1   275.9   288.1   295.7   306.4   318.0   338.6   383.9   523.7  2360.5  21564.3    21604
read      247.7   113.3    74.4   128.7   141.7   229.1   279.6   306.6   324.8   345.3   371.1   411.1   541.2   995.0  2617.8  90433.7    90401
read      249.2   114.4    74.4   129.0   142.1   231.6   282.9   309.5   327.5   347.1   371.8   408.6   515.6  1098.2  3006.1  84366.3    84467
read      253.3   128.9    74.4   130.4   144.0   231.7   281.8   308.9   327.7   349.2   376.8   423.8   609.5  1372.6  3495.1  99648.4    99700
read      259.9   108.3    80.4   145.9   161.8   262.7   293.0   307.9   317.5   329.7   343.4   366.8   418.9   640.2  4323.9  32123.7    32052
read      248.5    75.6    86.8   155.0   173.3   249.7   271.1   282.6   290.5   299.1   312.4   331.9   378.2   659.4  2697.8  18238.0    18173
read      251.5   114.4    74.4   130.4   143.8   238.9   289.5   313.7   329.9   347.0   369.1   400.4   482.5  1041.7  3115.5  67848.6    67789
read      254.7    96.5    80.4   135.1   149.3   251.6   295.9   315.9   329.3   343.6   362.3   388.8   445.7   625.1  2419.2  51961.1    51929
read      249.1   111.6    74.4   128.8   142.0   231.7   283.2   309.8   327.8   347.4   372.3   410.1   521.1   996.2  2747.6  83707.4    83850
read      251.3   101.6    86.8   155.8   174.3   252.7   274.1   285.9   293.4   303.2   315.4   335.4   380.3   596.3  3213.7  18618.0    18614

Total QPS = 53846.8 (64616220 / 1200.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 15960206587 bytes :   12.7 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.84%,2.51%,100.00%
