#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      237.3   151.1    93.8   139.7   151.0   215.8   249.7   270.4   286.3   305.5   331.9   373.9   523.5  2251.9  5091.4  30289.2    30285  1777759693478  1777759703585
read      254.5   166.4    93.8   142.6   155.4   232.0   271.2   294.0   311.6   333.1   362.0   408.4   557.8  2362.6  6360.5  30256.0    30290  1777759705098  1777759715200
read      257.0   149.4    93.8   143.7   156.9   235.6   274.6   297.6   315.3   337.5   367.0   418.1   567.6  2151.2  5998.1  30347.2    30295  1777759716713  1777759726820
read      237.1   126.2    93.8   140.6   152.1   218.6   253.0   273.8   289.7   308.7   334.0   373.6   494.8  1860.5  4290.7  30291.6    30300  1777759728334  1777759738440
read      263.9   167.8    93.8   144.9   158.7   240.0   280.4   303.9   321.2   343.8   373.4   428.7   610.4  2709.7  5352.9  30272.3    30305  1777759739954  1777759750064
read      251.4   116.7    86.8   145.5   158.6   233.9   272.5   294.7   311.6   332.1   359.3   401.0   512.1  1236.6  4091.9  30378.3    30310  1777759751579  1777759761688
read      258.9   117.1    86.8   147.7   161.8   242.0   281.2   303.8   320.3   342.3   370.3   419.1   533.7  1139.0  3885.2  30179.6    30315  1777759763202  1777759773309
read      244.3   116.1    86.8   144.6   157.1   227.8   263.8   285.0   300.4   319.1   345.2   386.7   494.1  1327.6  4213.5  30257.0    30320  1777759774823  1777759784931
read      254.2   123.4    93.8   145.5   159.3   237.5   276.1   298.4   315.2   336.1   363.4   404.9   509.6  1213.6  4298.9  30250.0    30325  1777759786446  1777759796547
read      240.9   105.3    93.8   141.6   153.9   224.2   260.7   282.0   297.4   317.6   343.9   387.3   491.1  1058.8  3932.5  30229.0    30330  1777759798061  1777759808167
read      243.5   103.5    93.8   143.1   156.1   227.8   263.8   284.8   300.0   319.2   345.2   387.6   500.0   957.0  3678.4  30296.0    30335  1777759809680  1777759819784
read      240.9   114.8    86.8   142.7   155.0   224.1   258.5   279.1   294.7   314.2   340.7   383.7   495.8  1369.1  3809.1  30316.6    30340  1777759821299  1777759831405
read      257.9   112.8    93.8   147.0   161.2   241.6   280.5   303.3   320.0   341.8   369.4   415.3   526.6  1083.5  3605.8  30290.7    30345  1777759832921  1777759843027
read      240.5   127.3    86.8   139.7   151.8   224.2   260.9   282.3   297.8   317.2   343.6   385.2   486.0  1146.3  4387.3  30339.6    30350  1777759844541  1777759854650
read      253.2   119.8    86.8   146.6   159.7   234.5   272.7   295.0   312.3   333.3   361.1   404.7   536.2  1462.1  4059.3  30327.3    30355  1777759856165  1777759866275
read      259.2   112.1    93.8   148.0   161.9   243.5   282.5   304.9   320.9   342.3   369.0   413.9   534.1   996.2  3873.5  30284.2    30360  1777759867792  1777759877897
read      239.1   119.4    86.8   141.0   152.9   221.7   257.5   278.7   294.6   314.3   340.8   383.6   488.3  1200.2  4429.1  30367.2    30365  1777759879410  1777759889515
