#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      241.4    94.4    80.4   138.3   152.0   227.1   264.0   285.0   300.3   319.0   343.8   387.5   497.5   709.0  3026.6  29923.5    30000  1778895400499  1778895415653
read      245.5   103.8    80.4   139.3   153.7   230.5   267.6   288.9   304.7   323.4   349.2   395.2   509.4   812.0  3464.5  30076.5    30001  1778895417169  1778895432296
read      248.0   106.6    80.4   137.6   152.8   233.4   271.8   293.8   310.4   329.9   356.3   400.6   505.1   712.2  3551.1  30036.3    30002  1778895433808  1778895448909
read      239.9    99.0    80.4   135.0   148.8   224.9   262.7   284.8   301.1   320.3   346.3   391.9   494.7   681.9  3052.4  30015.9    30003  1778895450424  1778895465526
read      242.6   104.7    74.4   130.0   146.7   229.0   267.3   289.2   305.3   324.4   350.8   396.2   499.7   694.4  3765.4  30033.0    30004  1778895467039  1778895482140
read      241.3   103.6    74.4   134.2   149.1   227.1   264.1   285.5   301.3   320.0   345.9   391.9   494.6   766.9  3176.6  30022.1    30005  1778895483653  1778895498755
read      258.6   186.2    80.4   134.3   148.5   226.3   265.8   289.8   308.5   332.5   368.2   445.5   905.2  2838.9  5998.0  29956.5    30006  1778895500268  1778895515369
read      263.8   258.1    80.4   126.8   139.7   217.3   257.4   282.4   301.7   326.8   367.6   475.3  1152.3  3626.5  6333.0  30012.2    30007  1778895516884  1778895531986
read      255.9   232.6    80.4   126.5   140.0   214.3   252.0   275.5   294.8   319.5   362.4   461.3  1050.1  3321.8  6211.0  30038.0    30008  1778895533500  1778895548607
read      260.6   232.8    80.4   128.7   141.6   219.8   259.2   283.6   302.6   327.9   368.2   461.9  1060.4  3312.1  6229.6  30014.0    30009  1778895550122  1778895565224
read      254.1   216.5    80.4   128.1   141.0   214.7   252.0   275.0   294.0   319.1   358.7   448.2  1042.1  3139.6  5982.6  29997.9    30010  1778895566738  1778895581843
read      262.0   230.5    80.4   128.8   141.9   220.6   261.3   286.2   305.9   331.9   371.4   460.9  1065.9  3230.4  6136.6  30026.5    30011  1778895583356  1778895598458
read      272.0   248.5    80.4   131.7   146.6   227.5   268.1   292.9   313.4   341.2   387.3   494.3  1090.2  3321.7  6338.3  29995.5    30012  1778895599971  1778895615075
read      542.2   903.0    80.4   149.2   168.9   284.4   355.8   412.2   463.7   541.5   684.9  3073.3  4367.2  6395.3  8059.8  29881.7    30013  1778895616588  1778895631689
read      286.4   268.9    80.4   140.6   156.4   236.8   276.0   301.0   320.8   348.7   394.2   520.9  1183.6  3851.2  6318.9  30016.0    30014  1778895633202  1778895648307
read      293.9   287.1    86.8   142.6   158.2   240.2   281.0   306.7   327.8   358.3   407.7   549.6  1233.8  3994.3  6344.4  30025.0    30015  1778895649821  1778895664922
read      283.8   265.4    86.8   140.0   154.4   234.3   274.3   299.4   319.5   346.7   392.3   515.5  1201.9  3730.2  6280.4  29979.5    30016  1778895666436  1778895681539
read      296.0   295.7    80.4   142.7   158.8   241.3   281.7   307.5   328.6   358.1   406.5   556.6  1255.8  3991.5  6362.3  30010.5    30017  1778895683052  1778895698151
